Latitude,Longitude,Price
0.871455,0.20077,16.321171
0.415678,0.150719,16.321171
0.703239,1.522912,12.481256
0.976725,1.704681,13.597699
0.905372,2.586065,13.597699
0.320276,2.067014,12.481256
0.620399,3.762721,13.597699
0.035018,3.473783,13.597699
0.372787,4.597242,30.956099
0.479758,4.613413,30.956099
0.781553,5.998557,12.481256
0.306495,5.252078,12.481256
0.305069,6.305436,13.597699
0.466054,6.878782,13.597699
0.659963,7.666501,12.481256
0.065727,7.144626,13.597699
0.461319,8.289708,12.481256
0.373595,8.549467,12.481256
0.078929,9.981023,12.426053
0.755094,9.211921,16.321171
1.375789,0.109738,16.321171
1.25667,0.829143,13.597699
1.687255,1.699382,13.597699
1.829348,1.317908,13.597699
1.486045,2.777806,13.597699
1.401515,2.798624,13.597699
1.986774,3.367489,33.019831
1.880134,3.012513,33.019831
1.900569,4.943689,45.366467
1.435248,4.95065,45.366467
1.275353,5.720444,12.481256
1.43816,5.791023,44.035715
1.728534,6.893878,10.084153
1.542588,6.358468,44.035715
1.353195,7.283025,43.513286
1.357062,7.630163,43.513286
1.271116,8.199635,16.321171
1.397334,8.800934,16.321171
1.188383,9.190768,12.426053
1.891434,9.347468,12.426053
2.205442,0.390112,16.321171
2.393103,0.726794,6.654201
2.280916,1.569135,12.426053
2.14167,1.101276,6.654201
2.182876,2.671611,33.019831
2.559922,2.893761,33.019831
2.174204,3.150889,33.019831
2.661156,3.817574,6.706314
2.426223,4.739287,45.366467
2.841596,4.42703,11.323004
2.789259,5.213215,45.366467
2.583385,5.504648,54.819226
2.961415,6.091856,54.819226
2.007088,6.262983,44.035715
2.825538,7.219387,26.675902
2.73213,7.678606,26.675902
2.696425,8.957231,24.570758
2.009729,8.455081,16.321171
2.103475,9.054737,11.323004
2.760877,9.816054,24.570758
3.088293,0.739154,7.817788
3.718397,0.889216,7.817788
3.105835,1.430699,7.87679
3.309353,1.350347,7.87679
3.091506,2.864708,16.0737
3.624588,2.966113,28.197715
3.342111,3.672935,16.0737
3.227119,3.532744,6.706314
3.091601,4.596973,11.323004
3.467017,4.061211,16.0737
3.98158,5.942268,13.511679
3.327977,5.746121,13.511679
3.370964,6.650214,54.819226
3.98317,6.832286,12.426053
3.010987,7.708425,26.675902
3.636784,7.021908,26.675902
3.428863,8.678815,28.197715
3.703128,8.376196,28.197715
3.57495,9.593701,17.061556
3.41966,9.014584,28.197715
4.206793,0.383332,7.431442
4.708093,0.989988,28.197715
4.814551,1.491588,28.197715
4.868824,1.040781,28.197715
4.348864,2.881634,28.197715
4.47813,2.693577,18.142617
4.226991,3.451347,16.0737
4.358417,3.727354,16.0737
4.17281,4.735175,7.431442
4.567959,4.215424,16.0737
4.008348,5.963282,13.511679
4.026546,5.393745,7.431442
4.305571,6.609618,16.321171
4.666227,6.066373,16.321171
4.179219,7.40705,12.426053
4.738905,7.934246,15.268436
4.599201,8.073159,7.431442
4.516564,8.97745,16.191535
4.54209,9.218367,16.191535
4.75293,9.613976,16.191535
5.791447,0.372272,18.142617
5.591586,0.368722,7.431442
5.937286,1.612108,30.956099
5.239369,1.193693,28.197715
5.634405,2.910943,16.0737
5.605995,2.363211,16.0737
5.877854,3.947654,13.597699
5.920571,3.472609,13.597699
5.022821,4.204533,12.646076
5.737164,4.995654,12.646076
5.909801,5.064887,12.646076
5.844806,5.904718,12.426053
5.802024,6.24164,12.426053
5.826461,6.728171,12.426053
5.399855,7.219078,15.268436
5.353768,7.346686,15.268436
5.043215,8.294371,15.268436
5.461412,8.218926,15.268436
5.217016,9.183981,33.019831
5.059978,9.625883,33.019831
6.507298,0.728964,18.142617
6.41418,0.208643,18.142617
6.419265,1.561647,30.956099
6.670762,1.179578,18.142617
6.263211,2.540474,33.019831
6.265288,2.927741,33.019831
6.702572,3.178209,33.019831
6.457299,3.76588,13.597699
6.375449,4.994716,12.426053
6.217752,4.683957,12.426053
6.084151,5.272448,12.646076
6.576834,5.359539,43.513286
6.212549,6.96955,28.197715
6.069086,6.654021,12.426053
6.364451,7.494003,28.197715
6.250307,7.42645,28.197715
6.361628,8.285152,54.819226
6.095341,8.202655,28.197715
6.403689,9.269906,43.513286
6.527077,9.316962,43.513286
7.920457,0.107533,18.142617
7.451392,0.034109,18.142617
7.777492,1.464786,16.673531
7.689463,1.946829,16.673531
7.35075,2.148631,16.673531
7.69432,2.560219,16.673531
7.496883,3.21064,16.0737
7.770046,3.225414,16.0737
7.454167,4.220236,13.511679
7.029144,4.343619,13.511679
7.448979,5.724601,44.035715
7.492087,5.91238,44.035715
7.279191,6.539185,89.868117
7.312935,6.931482,45.366467
7.964033,7.642992,30.956099
7.790276,7.53033,30.956099
7.49035,8.031136,30.956099
7.53633,8.494179,54.819226
7.169262,9.796363,43.513286
7.287971,9.918937,43.513286
8.169944,0.875601,16.673531
8.070135,0.25743,18.142617
8.902007,1.466023,16.673531
8.697358,1.248322,16.673531
8.907873,2.011886,16.673531
8.958754,2.148484,16.673531
8.355497,3.651866,16.0737
8.054442,3.260399,16.0737
8.419742,4.522999,16.0737
8.139683,4.961711,16.0737
8.45167,5.664965,16.0737
8.01032,5.246733,16.0737
8.618496,6.600935,82.205339
8.928014,6.8681,82.205339
8.946819,7.526713,87.788491
8.153422,7.209172,45.366467
8.347288,8.502521,60.516784
8.020958,8.528745,54.819226
8.728486,9.47116,60.516784
8.771793,9.714164,60.516784
9.68651,0.242624,28.197715
9.67314,0.727841,28.197715
9.465161,1.284635,28.197715
9.959773,1.965395,12.426053
9.575749,2.141029,12.426053
9.827695,2.683711,12.426053
9.716435,3.195246,12.426053
9.83545,3.719273,12.646076
9.741526,4.599428,12.646076
9.930095,4.804813,12.646076
9.132284,5.672645,16.0737
9.306515,5.037045,16.0737
9.263056,6.242614,82.205339
9.777745,6.818182,44.035715
9.08108,7.981326,87.788491
9.777727,7.197598,44.035715
9.48038,8.943583,60.516784
9.005112,8.417737,87.788491
9.231448,9.285706,60.516784
9.258747,9.793933,82.84158
0.093473,0.354559,16.321171
0.179568,0.240799,16.321171
0.621033,1.830601,12.481256
0.417066,1.604793,12.481256
0.163003,2.080792,12.481256
0.173134,2.42333,12.481256
0.814876,3.020477,13.597699
0.111943,3.643456,13.597699
0.079458,4.580627,30.956099
0.322253,4.070535,30.956099
0.396149,5.82029,12.481256
0.90582,5.189602,30.956099
0.828691,6.966109,43.513286
0.822803,6.16186,13.597699
0.383773,7.505666,12.481256
0.021852,7.059209,13.597699
0.53962,8.778333,12.481256
0.465869,8.0636,12.481256
0.351985,9.726854,12.426053
0.433456,9.292941,12.426053
1.66541,0.962179,13.597699
1.874765,0.040027,16.321171
1.544552,1.411026,13.597699
1.836846,1.58366,13.597699
1.68217,2.990644,13.597699
1.271772,2.448174,13.597699
1.426328,3.459666,13.597699
1.246113,3.570831,13.597699
1.636059,4.53526,45.366467
1.02847,4.659839,30.956099
1.501134,5.083539,45.366467
1.603386,5.82734,44.035715
1.073018,6.120879,12.481256
1.016096,6.517113,13.597699
1.124365,7.718138,12.481256
1.631362,7.308736,60.516784
1.735899,8.494401,16.321171
1.101223,8.26191,16.321171
1.45605,9.792609,12.426053
1.871439,9.740856,12.426053
2.699952,0.769137,7.817788
2.140788,0.982723,6.654201
2.556045,1.481406,12.426053
2.344968,1.252625,6.654201
2.600324,2.899923,33.019831
2.093828,2.107425,12.426053
2.850719,3.51466,6.706314
2.280564,3.927916,12.426053
2.723733,4.231201,12.426053
2.140426,4.364747,45.366467
2.254242,5.156779,45.366467
2.583221,5.933797,54.819226
2.348208,6.824418,10.084153
2.333207,6.464479,44.035715
2.629302,7.132275,26.675902
2.518063,7.975547,26.675902
2.550783,8.03411,26.675902
2.543471,8.889039,11.323004
2.888595,9.074809,24.570758
2.396512,9.830867,12.426053
3.030621,0.371021,7.817788
3.447058,0.051217,7.817788
3.064981,1.500243,7.87679
3.821424,1.161727,7.87679
3.901197,2.001376,13.597699
3.064614,2.753185,10.084153
3.909565,3.56745,16.0737
3.716477,3.555412,16.0737
3.109404,4.045416,12.426053
3.669257,4.06154,16.0737
3.700946,5.015687,13.511679
3.809318,5.74924,13.511679
3.304181,6.390498,54.819226
3.78881,6.344158,13.511679
3.433575,7.366898,26.675902
3.737214,7.603612,12.426053
3.167118,8.170202,28.197715
3.216742,8.607089,28.197715
3.540591,9.460082,17.061556
3.270019,9.640621,24.570758
4.346195,0.587142,7.431442
4.804596,0.669713,7.431442
4.342431,1.844555,6.706314
4.07105,1.417978,6.706314
4.030169,2.58136,28.197715
4.837378,2.641714,18.142617
4.318776,3.929236,16.0737
4.837094,3.25783,18.142617
4.064199,4.170794,16.0737
4.363618,4.942537,7.431442
4.587009,5.36699,7.431442
4.091304,5.910936,7.431442
4.404188,6.107873,16.321171
4.26751,6.822692,12.426053
4.487898,7.77359,12.426053
4.908755,7.87764,15.268436
4.334142,8.26145,7.431442
4.537156,8.346483,7.431442
4.18722,9.163138,17.061556
4.254382,9.13572,17.061556
5.011369,0.369986,7.431442
5.976262,0.265196,18.142617
5.046538,1.973447,30.956099
5.561245,1.571562,30.956099
5.272824,2.075822,30.956099
5.133347,2.91497,18.142617
5.70602,3.397607,13.597699
5.737196,3.329895,13.597699
5.008003,4.808114,7.431442
5.700902,4.319528,12.426053
5.67201,5.242786,12.646076
5.199772,5.638303,16.321171
5.722737,6.326434,12.426053
5.078207,6.185549,16.321171
5.488175,7.227775,15.268436
5.559055,7.37083,28.197715
5.369302,8.789809,16.191535
5.716089,8.146089,15.268436
5.314673,9.475845,33.019831
5.51149,9.805746,33.019831
6.558782,0.047257,18.142617
6.507393,0.916472,18.142617
6.807768,1.242678,18.142617
6.858508,1.313747,18.142617
6.679251,2.193387,33.019831
6.589529,2.099475,33.019831
6.812322,3.798114,16.0737
6.305096,3.154423,33.019831
6.31018,4.993189,12.426053
6.324184,4.985108,12.426053
6.760071,5.76694,18.142617
6.610494,5.990734,18.142617
6.791992,6.849928,89.868117
6.86604,6.488813,89.868117
6.904214,7.368696,28.197715
6.75564,7.184672,28.197715
6.876329,8.454641,54.819226
6.341239,8.383512,54.819226
6.649917,9.618603,43.513286
6.188333,9.360199,33.019831
7.206088,0.293019,18.142617
7.60528,0.665866,18.142617
7.67981,1.413039,16.673531
7.470156,1.581865,16.673531
7.686241,2.987236,16.0737
7.665844,2.786869,16.0737
7.242111,3.383584,16.0737
7.140542,3.889798,16.0737
7.30136,4.078686,16.0737
7.262375,4.018412,16.0737
7.344029,5.786316,44.035715
7.905939,5.51072,16.0737
7.305779,6.04071,44.035715
7.71471,6.839844,45.366467
7.948647,7.455417,30.956099
7.519116,7.409573,30.956099
7.148724,8.592675,54.819226
7.596605,8.742326,54.819226
7.944142,9.198198,33.019831
7.896603,9.742521,33.019831
8.90178,0.188447,28.197715
8.66326,0.734674,28.197715
8.991664,1.817216,16.673531
8.57434,1.809525,16.673531
8.54434,2.949965,16.673531
8.708432,2.929841,16.673531
8.991031,3.012159,12.426053
8.890419,3.526933,12.646076
8.037294,4.954726,16.0737
8.202602,4.430938,16.0737
8.245206,5.59294,16.0737
8.764147,5.954009,82.205339
8.424127,6.2339,82.205339
8.604616,6.076238,82.205339
8.16155,7.760788,30.956099
8.635614,7.280801,45.366467
8.683369,8.179982,87.788491
8.427426,8.550428,60.516784
8.812906,9.887564,82.84158
8.799571,9.800115,82.84158
9.548239,0.104382,28.197715
9.001593,0.093693,28.197715
9.6363,1.669022,18.142617
9.555013,1.566287,18.142617
9.719959,2.966766,12.426053
9.492609,2.024773,12.426053
9.23921,3.570562,12.646076
9.575005,3.962905,12.646076
9.583179,4.744482,12.646076
9.619969,4.258838,12.646076
9.364449,5.818441,82.205339
9.98232,5.798042,44.035715
9.921444,6.292958,44.035715
9.791641,6.743562,44.035715
9.60863,7.752164,87.788491
9.024008,7.681154,87.788491
9.821899,8.739028,87.788491
9.276605,8.24865,87.788491
9.160117,9.208373,60.516784
9.84315,9.360431,60.516784
