@relation bronx-averages

@attribute 40.81195 numeric
@attribute -73.919237 numeric
@attribute 371000 numeric

@data
40.85299,-73.904225,4250000
40.86864,-73.882677,75376
40.873407,-73.902241,580000
40.888472,-73.912566,310000
40.814002,-73.913452,113025
40.864386,-73.904776,600000
40.881764,-73.897581,331743
40.836962,-73.858928,98000
40.906687,-73.899144,384000
40.88559,-73.908358,135000
40.881722,-73.917325,360000
40.818246,-73.920926,425000
40.837925,-73.835799,250000
40.870717,-73.857845,540000
40.85522,-73.893369,400000
40.878533,-73.844906,235000
40.810306,-73.855142,335000
40.849623,-73.922448,450000
40.87396,-73.849145,380000
40.899039,-73.897408,500
40.855058,-73.907031,375000
40.822528,-73.907506,620000
40.850003,-73.903567,875000
40.835382,-73.908273,860000
40.846878,-73.860332,435000
40.872908,-73.901123,168999
40.809446,-73.881874,1975000
40.831164,-73.863627,252000
40.868074,-73.885111,103000
40.82714,-73.815531,540000
40.845078,-73.817695,267500
40.847857,-73.89138,905000
40.888228,-73.819809,580000
40.854364,-73.906011,5510228
40.885187,-73.878887,2825000
40.85235,-73.865209,155000
40.848586,-73.897467,20000
40.866791,-73.887166,420000
40.874918,-73.849671,485000
40.828122,-73.91472,275400
40.831371,-73.930904,575500
40.881358,-73.844153,565000
40.850417,-73.786649,343500
40.848027,-73.860673,1000
40.828103,-73.866747,500000
40.839234,-73.837368,379000
40.876903,-73.852817,210000
40.824325,-73.844949,545000
40.87281,-73.878388,6000000
40.845783,-73.901772,225000
40.81148,-73.920052,950000
40.882672,-73.916151,700000
40.883695,-73.89802,580000
40.84328,-73.833092,565000
40.845317,-73.861213,340000
40.812855,-73.859682,392000
40.883001,-73.921036,240000
40.90734,-73.903271,425000
40.813716,-73.857748,378000
40.86363,-73.854535,435000
40.889062,-73.819662,265000
40.839598,-73.823304,459000
40.836757,-73.856595,148000
40.840654,-73.820241,431000
40.8578,-73.892328,2800000
40.881717,-73.920898,415000
40.848241,-73.833893,530000
40.846577,-73.790669,250000
40.819629,-73.908076,400000
40.848049,-73.865984,331000
40.837377,-73.912744,1200000
40.861424,-73.90693,478400
40.870831,-73.842407,350000
40.870132,-73.848241,220000
40.851085,-73.829691,900000
40.834736,-73.926016,450000
40.842092,-73.822513,1100000
40.841114,-73.866892,450000
40.809731,-73.921971,15000
40.881847,-73.840839,300000
40.812533,-73.85966,265000
40.893146,-73.907966,854900
40.870163,-73.900974,565000
40.847401,-73.861524,470000
40.833081,-73.930553,1400000
40.863738,-73.869077,610950
40.871345,-73.892505,6192262
40.866862,-73.851616,90000
40.830102,-73.915578,580000
40.85503,-73.850311,840000
40.85006,-73.849288,410000
40.854421,-73.849816,450000
40.844623,-73.821015,577000
40.860695,-73.870024,160000
40.84773,-73.851314,675000
40.849906,-73.896748,420000
40.802755,-73.940537,485000
40.854954,-73.891946,360000
40.852998,-73.849407,440000
40.862089,-73.901999,520000
40.876919,-73.85288,185000
40.857361,-73.8876,325000
40.830953,-73.904053,313950
40.881338,-73.827619,280000
40.847881,-73.890604,1675000
40.846375,-73.907721,210000
40.887862,-73.832357,255000
40.861241,-73.896667,4300000
40.854754,-73.842917,420000
40.888568,-73.904192,330000
40.892117,-73.842134,256041
40.87283,-73.883638,4200000
40.844085,-73.833503,335000
40.82878,-73.9129,550000
40.858042,-73.902278,2650000
40.860196,-73.914228,390000
40.811411,-73.8888,1700000
40.878657,-73.846496,10
40.813605,-73.886897,1000
40.848213,-73.899554,1100000
40.856153,-73.888018,1240000
40.847658,-73.920727,6325000
40.847337,-73.827511,610000
40.810553,-73.904635,475000
40.874913,-73.847011,429000
40.876919,-73.900637,181050
40.835812,-73.910882,250000
40.905814,-73.900039,160000
40.829004,-73.865993,200000
40.827218,-73.858349,685000
40.902715,-73.907231,175000
40.819482,-73.903539,185000
40.831835,-73.921021,530000
40.878218,-73.838466,537000
40.888086,-73.829567,210000
