Latitude,Longitude,Value
0.5658976144219999,0.0685624327532,7.65718048861
0.63540710487,0.30240435231400004,11.5413027865
0.645254079392,1.84917005693,8.4724343734
0.102327929806,1.91628670981,5.56025236477
0.455006229597,2.44332546413,12.0362788527
0.646864554301,2.31633508011,10.8629961289
0.29003941501,3.47451833298,5.8190559786
0.718399889716,3.56843969936,5.44459488852
0.967616680451,4.85366052873,10.0446111106
0.901787747707,4.87687612269,10.0135895998
0.247944951458,5.954044779,7.59349688646
0.0148008248365,5.9867297645200015,10.9141921437
0.650207747059,6.6516066598000005,18.3212545105
0.54676178107,6.2770760381,27.1637759308
0.741327340659,7.53471354515,27.1597342736
0.5749837224059999,7.7573376687,20.4913982814
0.509346232023,8.047584177280001,27.0225014219
0.394745479936,8.5670662315,21.4405975689
0.715298085001,9.573195261,25.255761325
0.198903438164,9.97231219897,20.4148423627
1.98483448658,0.126323672892,2.67000549412
1.18847281481,0.917154522219,6.98289747042
1.7577476097799998,1.27511019812,8.59668968469
1.64762392473,1.46662868549,6.5880210161
1.06635938444,2.55504478726,9.21086738426
1.02402368574,2.19652105447,7.24641635836
1.5256636742899998,3.83451230546,7.61893442587
1.78039749503,3.39672317822,4.29895128333
1.27574949981,4.54016672199,5.1002925129
1.5335150457700002,4.0978035282,6.0258248958
1.04171155705,5.686175394380001,10.6573712007
1.5412953206,5.88974060867,11.335038032
1.99648041298,6.16975839028,13.0969422325
1.82681395383,6.77572518049,12.1335176687
1.14005074446,7.148459488069999,14.2705408595
1.70523004571,7.803051315,18.5194493821
1.8845232536200005,8.050348363560001,14.5268151822
1.99850561832,8.82325128033,17.868398062
1.33469922645,9.29307078648,11.401309962
1.42053131731,9.36803276157,18.6596150198
2.57187583517,0.994560358538,4.66744514016
2.95130776587,0.953655347508,10.9946631955
2.9871662922099995,1.73170142532,4.56640281063
2.38078686798,1.77681848939,8.12942101883
2.87989018676,2.33902453765,13.7057182368
2.9304528014,2.39830768961,13.115974892
2.91391163191,3.047634125340001,12.1195508853
2.3160222954900003,3.71635277065,12.3415710026
2.65952430789,4.33772942805,7.62529109508
2.75322563816,4.58933916205,8.33102139219
2.2323969048500003,5.29185033307,13.8074452943
2.99612229532,5.6357244037699985,9.3865515923
2.92169435582,6.65377180359,22.6755703755
2.6589591535,6.522384821719999,23.7703791165
2.00962333238,7.95141801323,25.5467752496
2.1033128802700003,7.572315755269999,22.0187108236
2.3784855518200003,8.33731267601,26.7748302169
2.4473776451,8.422301110469999,20.9953249984
2.23619806819,9.40167945092,23.0765952763
2.51559655593,9.25009833254,22.5475396707
3.25030427675,0.548382727353,11.2762755435
3.05253490464,0.005561872463560001,13.8586853328
3.20072923818,1.7811452142200002,8.91098517703
3.48016156122,1.38695396238,6.53950142252
3.80912060898,2.27408901416,12.6063040634
3.2019516173,2.96991181755,6.61682072496
3.41433724186,3.96557766805,4.85542727922
3.37251325446,3.65062895484,9.84527040897
3.95277479926,4.87476811115,7.18954893524
3.1584803096,4.766173456590001,2.55430519012
3.6111942256,5.53921772141,11.9511791463
3.8235670041,5.99425945494,10.2593210131
3.02167288438,6.1327941945200015,24.9683835378
3.93945648309,6.61523713516,26.7722175836
3.68090775411,7.605496295700001,24.1305586111
3.87117608668,7.208614503,21.073148607
3.76927538841,8.043330420710001,22.4731962575
3.98487269679,8.8084122928,22.9030800322
3.2071723468,9.01011173578,27.2978446134
3.73295681753,9.61415615228,21.6739422116
4.36081591015,0.07397534137680001,10.9745872192
4.71620897446,0.559877564102,6.01625784953
4.6184359022,1.2646568180700002,7.91505725037
4.094063899669998,1.6445718943,2.60135078966
4.1502687653,2.731170467,3.82212311778
4.47026924202,2.28559187588,6.17594123317
4.49971537297,3.25094089057,8.78985815164
4.34132532576,3.7642932535,4.30878726706
4.69865043542,4.77527005197,5.20049597807
4.8011736855,4.80202753025,3.59162912332
4.76929348924,5.88230466151,8.47915928433
4.04407376329,5.731077814780001,9.80224582226
4.27514061161,6.285679690580001,10.2753193852
4.971872617130002,6.6135524748000005,14.9590730358
4.386416959069998,7.506003376310001,18.1320531902
4.82634068375,7.354471252030001,16.8184778366
4.54312504285,8.028131716910003,16.2884574725
4.4285464481,8.648965108230001,10.6145331352
4.24986761434,9.38950059567,13.5923702968
4.95288997688,9.4442267641,18.7453831457
5.3940711497399985,0.479241854904,8.61928328905
5.27611046929,0.219588946212,4.71711499685
5.93240841704,1.19154168634,5.20003676141
5.583781761619999,1.5325216592500002,4.87560603383
5.9407669189600005,2.56616886471,5.8608095213
5.59772471855,2.02207868246,12.8243521246
5.56310222684,3.4449069699800003,5.54642161278
5.9879080245099985,3.70050070137,7.82504973344
5.93486407886,4.46207286265,10.3672714988
5.78006013614,4.94132485284,8.57727135067
5.47712418492,5.72155341192,12.1994387232
5.90234404212,5.01807695983,5.23991390415
5.38235004314,6.08312753523,23.0527260133
5.06765421115,6.72800441331,23.4550478989
5.31693452683,7.73589259755,24.5401781456
5.2145133206,7.54654035687,21.6488365017
5.0073273424,8.9704802196,25.3481614354
5.92791413012,8.40602774423,20.4399879254
5.35228865795,9.182381009339998,22.4680035009
5.50138524124,9.65387252676,23.5932007447
6.29415331972,0.8138366940430001,21.1046897308
6.55860837787,0.291117595077,24.0123830654
6.7513697845700005,1.83786480718,11.5268389334
6.680917901619999,1.72381515535,10.4482427715
6.40248610824,2.30866538025,22.2508708725
6.31055739883,2.34315717401,23.2333743518
6.51409606166,3.31486949735,26.2153499578
6.87496607361,3.3950758968700003,20.6207366536
6.548194521619999,4.32022593704,16.4527857861
6.45120178217,4.22031825571,16.0439621407
6.4724699157800005,5.654801019380001,19.8702031665
6.51041362241,5.8980158833599985,26.6128866382
6.00640788974,6.64432595995,82.7368135653
6.915368514560001,6.51275062566,82.9217405398
6.11453563691,7.28403252417,86.7893503196
6.08168988204,7.508448152410001,87.5267174654
6.3699043166900005,8.4445848393,82.6265371627
6.82425319646,8.19715751803,90.9131907729
6.71247191635,9.023348711779999,82.7826188072
6.35791655277,9.64324979836,85.0978479918
7.38859312123,0.817382613848,20.388675687
7.10256183714,0.771328896544,22.1069494877
7.0057566418,1.48589608604,18.5933289265
7.56069723988,1.42022008489,17.9318779286
7.79931600161,2.20585809527,27.1248246098
7.838343227589999,2.74423649428,18.6246225129
7.051379551010001,3.88093808519,21.7684392282
7.638690925850001,3.52231415394,19.2517841594
7.41941184651,4.0652316669,16.4657906004
7.5568007311,4.17369639255,10.4678230449
7.246294810589999,5.28407256802,25.7102615031
7.52896629452,5.45042419846,18.3697717331
7.28223410533,6.030508396139998,87.3717214864
7.524367561489999,6.1456765305299985,89.4392607545
7.92602483908,7.334334254189999,89.5009992964
7.957130018919999,7.84032311325,83.3213640838
7.3133794273,8.790562122619999,82.645799915
7.540165352410001,8.80205054523,86.6695553945
7.56326613956,9.55439185511,88.0543126459
7.58804757641,9.26430294079,86.4923692821
8.47363733255,0.376390581932,18.4025124014
8.83437704906,0.746629773892,25.304658462
8.23356548432,1.17128027282,17.2426036459
8.763053701239999,1.47514188271,16.2603837137
8.117626377030001,2.20202725791,20.4094351083
8.45183209572,2.89451737933,27.6607415874
8.70427346524,3.65227852837,26.4998429202
8.27102094658,3.28581645279,21.2616747467
8.71412895304,4.43828451209,14.8183865031
8.77374230657,4.02459512131,14.22025589
8.634515184460001,5.30311906405,19.4691472829
8.55200242981,5.3682762845,22.0561025417
8.50623437877,6.60145387904,82.9199176716
8.576264345110001,6.62457796688,84.4667421884
8.357847818360003,7.596494789069999,84.5479204046
8.25772998358,7.331712658230001,88.254048152
8.38184822367,8.36793538229,90.2337471352
8.73694844314,8.79095318849,82.4169988353
8.92119504773,9.5804560387,83.7003981499
8.02717726767,9.53190836773,90.9417509846
9.69884345745,0.765464916462,19.5734410487
9.967554300449999,0.511898321276,21.5424411206
9.6071099114,1.14042879016,10.6639244424
9.74559256206,1.30873444135,13.2121870075
9.05284452737,2.73871617225,18.1513077146
9.35594420177,2.6594193874700003,19.0716933888
9.64280576376,3.77381126399,23.1255172536
