@relation Cake

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Price numeric

@data
3.295629,15.185983,5.01344
5.083639,0.647518,4.701128
4.003274,11.441627,5.547751
5.444413,18.636869,4.753832
10.974623,13.094064,6.103664
18.178279,2.193359,3.645689
17.331677,0.105444,3.218751
1.380541,19.24053,3.83507
2.73801,13.380946,5.068871
7.888068,14.85846,5.799897
14.379877,2.483561,4.936904
19.355716,3.480668,3.542115
18.200485,14.276645,4.438374
3.709607,9.46517,5.514713
17.164093,17.739769,3.875318
17.454801,9.007697,5.127424
12.607887,1.018576,4.846222
4.270093,11.200079,5.62477
11.652907,2.095209,5.296419
8.249,1.790254,5.333475
10.902676,9.608501,6.351022
19.233224,19.863897,2.339313
10.304027,8.500244,6.353211
4.069365,15.752795,5.107738
6.513372,15.805807,5.501358
0.044066,18.095739,3.639484
4.372463,14.728273,5.325092
14.888351,15.897947,5.028217
0.077876,18.629024,3.567508
3.522927,18.323021,4.515261
19.629904,14.444583,3.862613
14.282341,9.836521,5.95718
1.053821,14.74498,4.407213
17.47862,13.416234,4.833678
13.841735,6.849455,5.896859
8.512272,3.884337,5.80544
15.273475,9.486247,5.748782
8.334293,14.899211,5.819326
1.850396,5.29567,4.688453
14.126449,2.131739,4.893344
9.647942,6.768696,6.244886
16.466854,14.797609,4.883052
7.76718,9.564787,6.263605
15.369453,15.069533,5.111714
9.329207,17.552677,5.250643
6.518451,11.590415,6.039166
12.297961,17.938562,4.920897
13.480211,13.803948,5.73468
18.107214,7.854016,4.837652
17.901564,4.939301,4.486455
2.048518,18.717045,4.10622
19.53517,19.550442,2.343916
17.782272,5.006597,4.543927
12.526028,12.015439,6.10112
15.924027,2.236315,4.452127
8.870504,4.128371,5.864361
1.687875,12.409492,4.81211
11.13169,18.125835,4.995057
3.06696,15.546274,4.905144
19.450513,6.29956,4.122884
1.215181,18.610993,3.907949
0.857303,19.130896,3.714108
16.855564,0.195565,3.431896
5.009205,7.205421,5.751757
9.968275,8.061136,6.338138
8.5268,10.947722,6.285704
1.526822,3.179431,4.288829
4.238398,12.264672,5.554999
2.171523,7.006398,4.953068
4.750521,10.004216,5.771209
0.360535,18.153968,3.731921
13.304431,1.405268,4.844084
1.045074,17.899051,3.981495
6.038014,19.637631,4.553812
4.428061,10.310126,5.691333
17.057136,4.097746,4.596092
13.219642,4.024541,5.549737
15.132077,13.867682,5.404493
1.157641,19.268224,3.770888
6.825777,3.528528,5.598012
12.306933,5.382599,5.930567
11.231561,5.687083,6.074405
14.974806,19.365056,3.926241
3.090202,4.668037,5.006624
18.023823,6.696405,4.742493
19.826641,11.790012,4.165195
3.036048,15.442799,4.912002
1.522247,14.01084,4.635555
6.506372,2.618908,5.377082
2.27571,1.931567,4.312902
15.951532,17.461261,4.32422
18.398314,2.230192,3.568573
11.682434,5.377055,5.994017
15.020188,17.934822,4.412439
16.711817,19.775085,3.280418
7.080765,6.276526,6.026043
9.721294,3.751502,5.802324
18.505557,4.156598,4.076892
10.592688,3.42635,5.708087
1.75694,6.223879,4.748533
18.671917,10.187448,4.706332
11.97689,2.451354,5.353917
4.712552,6.850144,5.659832
13.390372,0.241648,4.43853
1.104406,9.540043,4.672
17.390452,6.247408,4.900904
19.495023,6.801608,4.178205
19.775243,18.324119,2.710973
14.728727,14.95024,5.283321
14.654835,7.523902,5.801565
14.381348,3.105178,5.104388
6.247432,3.901367,5.586837
13.60511,9.238021,6.076695
0.936983,2.793984,4.014915
13.891429,3.538454,5.316415
5.521671,15.391556,5.437802
13.530552,17.284283,4.92403
4.965799,15.082311,5.39135
9.086149,5.240513,6.051891
0.302444,2.451443,3.71654
10.564992,10.121535,6.354213
4.590804,8.511004,5.721151
11.046785,13.301718,6.071564
8.419162,16.388045,5.525244
12.631481,2.406825,5.251861
8.942901,15.694606,5.68792
0.676268,10.054235,4.510793
8.488348,3.286503,5.686929
3.123774,1.903972,4.552295
15.678673,14.70895,5.112896
15.190213,16.083152,4.911509
10.649276,9.135596,6.359182
19.768678,17.742463,2.915549
1.696175,3.165904,4.344923
16.548965,3.1307,4.515839
13.938312,3.069097,5.191068
1.864778,5.064695,4.667068
11.928943,16.001185,5.490805
5.392876,18.8343,4.698482
12.090227,10.814762,6.235881
4.983256,8.251137,5.801313
8.062931,11.841083,6.19463
4.046198,11.882662,5.534058
8.327013,12.147087,6.187918
16.648574,19.524951,3.398227
6.251549,6.448077,5.925122
4.654715,3.456173,5.218981
0.551566,19.725435,3.51893
18.481987,4.860444,4.248853
2.870902,9.585276,5.273833
3.498282,2.729474,4.812163
2.125196,18.159339,4.231751
6.346917,18.87183,4.78837
10.010008,8.27524,6.347609
5.387483,15.410458,5.412868
15.024244,11.836989,5.699805
10.637823,8.753177,6.352842
18.847004,14.043667,4.247035
2.402268,10.078386,5.126063
15.745245,4.64678,5.120573
2.451825,6.568621,5.012445
1.154114,8.070823,4.650609
7.756935,5.685055,6.031979
3.313043,18.764883,4.37873
10.502319,1.055636,5.102642
6.924314,16.061112,5.495909
6.220046,4.478662,5.67653
19.023489,8.822794,4.553391
4.762898,2.897478,5.140249
7.656964,18.714996,4.912581
7.407091,5.684792,5.997479
10.430976,7.045766,6.26385
9.821591,9.478643,6.370413
0.594855,13.562037,4.349483
9.178007,12.550588,6.188549
4.611411,6.261617,5.585879
12.664217,9.653016,6.209266
18.321689,8.166874,4.783503
15.873579,8.996851,5.593252
1.04103,4.925464,4.354022
15.797412,2.760038,4.643639
1.450733,7.728464,4.744212
16.584342,10.917261,5.371605
6.234883,13.167848,5.858218
5.27583,1.728431,4.994869
4.422787,11.2376,5.659461
7.758936,6.513797,6.123039
1.126764,15.585343,4.337321
16.87262,13.259027,5.046188
18.338639,13.052171,4.596254
16.177406,8.149583,5.474341
3.766878,0.808886,4.473575
13.721998,11.819483,5.952731
5.160219,8.648438,5.851886
15.134278,2.252557,4.681935
7.452806,7.51184,6.170957
6.861644,11.153662,6.112842
16.264103,7.134156,5.364632
11.7234,0.723731,4.880817
1.183335,17.00744,4.1627
11.293578,8.027584,6.295176
12.020375,16.560526,5.342303
19.523838,2.483659,3.164738
3.431201,0.672788,4.361137
18.810528,10.483681,4.646778
13.567458,4.498511,5.587102
6.803528,9.802769,6.148208
7.618039,10.781662,6.219485
9.464641,7.115771,6.272517
9.497234,14.950566,5.840199
17.535693,0.318519,3.224395
4.288927,8.210729,5.637897
8.306272,18.312462,5.042438
10.464508,13.302801,6.095831
12.604667,12.807858,6.002867
4.406268,1.682319,4.815706
4.631883,9.281027,5.745559
4.307903,2.511436,4.967183
19.888769,1.265817,2.566148
2.566365,3.152695,4.623243
6.493272,6.7268,5.987679
14.260854,6.545277,5.782996
9.640237,1.473589,5.2622
0.321,2.701894,3.765063
7.714853,0.974813,5.092714
0.511577,12.60551,4.379117
3.620196,17.98085,4.605973
7.174021,7.717539,6.15071
18.596814,3.899311,3.975379
0.95698,4.828688,4.310825
19.547311,7.857323,4.275636
18.59689,11.353686,4.683281
18.732578,5.964936,4.362756
5.526921,13.455884,5.71059
0.088071,18.698923,3.559494
14.522467,3.01322,5.047998
13.967625,9.741158,6.015858
